Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price
Nissan,Juke,1.0,Petrol,2015,58372,13423
Nissan,Altima,2.0,Diesel,1998,193047,2694
Porsche,718 Cayman,2.0,Petrol,1998,179115,4211
Ford,Fiesta,1.2,Petrol,2018,38239,18144
Toyota,Yaris,1.4,Petrol,1985,318387,257
BMW,X3,2.4,Diesel,2010,47118,25169
Toyota,Corolla,2.4,Petrol,1987,281499,837
Ford,Puma,1.6,Diesel,2010,104109,11930
Ford,Fiesta,1.0,Diesel,2000,25872,5627
Ford,Focus,1.6,Petrol,1995,139008,3223
Toyota,Corolla,2.4,Petrol,2014,55644,32661
BMW,M5,4.0,Petrol,2005,102716,26120
Ford,Focus,1.8,Diesel,1995,115531,4312
Nissan,Murano,1.4,Diesel,2005,73411,11468
Nissan,Altima,1.6,Petrol,2009,64254,13001
Nissan,Juke,1.6,Petrol,2005,99230,6584
Toyota,Corolla,2.4,Hybrid,2008,86151,21416
Porsche,911,2.2,Petrol,2003,128517,16483
Toyota,Matrix,1.0,Hybrid,2011,59086,17239
Nissan,Altima,1.4,Diesel,2021,17204,37688
Toyota,Matrix,1.4,Hybrid,2017,60312,30190
Ford,Fiesta,1.4,Petrol,2014,38713,14968
Nissan,Murano,1.8,Petrol,1988,192080,1571
Ford,Fiesta,1.0,Petrol,2012,86491,8112
Nissan,Altima,1.4,Petrol,1999,202133,2119
Nissan,Juke,1.4,Petrol,2018,40943,21618
BMW,Z4,2.2,Petrol,1994,103480,5131
Nissan,Juke,1.4,Petrol,1999,175733,2245
Nissan,Juke,1.6,Petrol,1995,172913,1883
Nissan,Murano,2.0,Petrol,2005,73954,13007
Nissan,Juke,1.6,Diesel,1996,123194,3168
BMW,Z4,2.0,Petrol,2010,92164,15433
Ford,Fiesta,1.2,Diesel,1986,329104,199
Ford,Puma,1.4,Diesel,2012,46167,18892
BMW,M5,4.4,Petrol,2009,112255,33312
Nissan,Juke,1.4,Petrol,1996,170263,1926
Toyota,Matrix,1.8,Hybrid,2013,70502,24519
Nissan,Juke,1.6,Petrol,2008,145602,5622
Nissan,Altima,1.6,Petrol,2015,76797,17833
Ford,Fiesta,1.2,Petrol,2015,32787,15339
Nissan,Murano,1.6,Diesel,2013,49600,24391
Toyota,Matrix,1.4,Hybrid,2002,133306,6553
Ford,Focus,1.8,Petrol,2002,79783,8490
Nissan,Altima,1.6,Petrol,2013,68887,16462
Ford,Focus,1.4,Petrol,2006,34758,13033
Nissan,Altima,1.8,Petrol,1998,143190,3704
Ford,Puma,1.8,Diesel,1992,311862,618
Nissan,Murano,2.0,Diesel,2014,57201,27786
Toyota,Corolla,1.8,Hybrid,1996,121224,6433
Ford,Puma,1.6,Diesel,1995,159659,2833
Ford,Puma,1.8,Diesel,1988,140882,2197
Toyota,Yaris,1.0,Petrol,2004,75835,6202
Ford,Focus,2.0,Diesel,1993,128750,3592
Ford,Puma,1.8,Diesel,2015,38162,27460
Ford,Focus,1.0,Diesel,2015,54471,18688
Ford,Puma,1.8,Diesel,2000,180236,3524
Ford,Focus,1.8,Diesel,1989,276191,717
Ford,Focus,1.8,Petrol,1999,221231,2208
Porsche,718 Cayman,2.0,Petrol,2017,36967,42729
BMW,X3,2.4,Diesel,1988,215703,1566
Toyota,Corolla,2.4,Hybrid,2007,159231,11403
Nissan,Murano,1.6,Diesel,2018,38747,36365
Nissan,Juke,2.0,Petrol,2001,87054,6152
Nissan,Murano,1.4,Diesel,1997,134302,4294
Nissan,Murano,1.4,Diesel,2017,35901,32364
Nissan,Murano,1.8,Diesel,2010,62723,19483
Nissan,Juke,1.4,Petrol,1996,151071,2260
Toyota,Corolla,2.4,Hybrid,1985,225940,1471
Nissan,Murano,1.6,Diesel,2016,51954,29357
Toyota,Corolla,1.8,Hybrid,2018,44346,47544
BMW,Z4,2.0,Petrol,1999,83151,7900
BMW,Z4,2.4,Petrol,2006,94328,12749
Nissan,Murano,1.4,Diesel,2012,70540,18645
Nissan,Altima,1.2,Petrol,2017,33236,23257
BMW,Z4,2.4,Petrol,1994,21823,9110
Nissan,Juke,2.0,Petrol,2005,163128,4454
BMW,M5,4.4,Petrol,2018,13519,115261
Toyota,Yaris,1.4,Petrol,1999,117055,3902
Toyota,Corolla,1.8,Hybrid,1991,233099,1781
Nissan,Murano,2.0,Diesel,2013,29820,30694
BMW,X3,2.4,Diesel,2006,66926,16987
Nissan,Murano,2.0,Diesel,2007,132140,10170
Nissan,Murano,1.6,Diesel,2007,72382,14106
Nissan,Murano,1.6,Diesel,2013,59048,22976
Nissan,Juke,1.6,Diesel,2021,20636,33319
Ford,Focus,1.4,Diesel,1993,127151,3043
Toyota,Corolla,2.0,Hybrid,2014,81092,30213
Ford,Focus,1.0,Petrol,2017,40508,22165
Ford,Focus,1.8,Petrol,2002,152553,4885
Nissan,Juke,1.2,Petrol,1993,250053,718
Nissan,Juke,1.2,Petrol,1997,137119,2503
Toyota,Corolla,2.4,Hybrid,1999,183480,5447
Toyota,Corolla,1.8,Petrol,2016,36191,36411
Nissan,Altima,1.8,Petrol,2008,38797,15128
Ford,Focus,1.8,Diesel,1994,117899,3962
Ford,Puma,1.4,Diesel,2009,76115,12739
Ford,Fiesta,1.2,Petrol,2020,17277,23358
BMW,Z4,2.0,Petrol,2000,181664,3893
Nissan,Murano,2.0,Diesel,2007,92883,13676
Ford,Focus,2.0,Diesel,1999,128610,5364
Ford,Focus,1.8,Petrol,1991,292323,670
Ford,Focus,2.0,Petrol,1998,93525,6222
Porsche,718 Cayman,2.0,Petrol,2001,109111,9047
Nissan,Juke,1.0,Petrol,2005,66886,6519
Toyota,Matrix,1.0,Hybrid,1991,213667,1346
Ford,Puma,1.4,Diesel,1998,145197,3645
Ford,Focus,1.0,Petrol,1991,190994,1262
Ford,Focus,1.0,Diesel,2000,60206,6627
Ford,Puma,1.4,Diesel,1993,195554,1706
Nissan,Juke,1.6,Petrol,2005,84039,7338
Ford,Puma,1.4,Diesel,2002,113510,6102
Ford,Puma,1.6,Diesel,1998,254910,1489
Toyota,Corolla,2.4,Hybrid,2020,8701,76746
BMW,Z4,3.0,Petrol,1989,309279,710
Ford,Fiesta,1.0,Petrol,2014,42574,12360
Nissan,Altima,2.0,Petrol,2007,98598,10028
Ford,Puma,1.6,Diesel,2003,111717,7068
Nissan,Altima,2.0,Petrol,2001,53834,9118
Nissan,Altima,1.6,Petrol,2016,26980,26042
BMW,X3,2.0,Diesel,1988,132682,2891
Toyota,Matrix,1.8,Hybrid,2012,77618,21859
Nissan,Murano,1.4,Diesel,2001,147685,5035
Nissan,Altima,1.8,Diesel,1997,207995,2096
Porsche,Cayenne,3.5,Diesel,2008,79504,29361
Toyota,Corolla,2.2,Hybrid,2000,86373,12010
Toyota,Matrix,1.0,Hybrid,2001,123053,5614
Ford,Focus,1.0,Petrol,1991,315651,399
Ford,Puma,2.0,Diesel,2014,82659,20313
Nissan,Juke,2.0,Petrol,1998,167172,2700
Nissan,Murano,1.8,Diesel,2003,96613,9673
Ford,Puma,1.4,Diesel,1994,48189,5619
Toyota,Corolla,2.0,Hybrid,2017,43231,47203
Ford,Puma,1.6,Diesel,1994,259611,1091
Toyota,Yaris,1.2,Petrol,2018,40568,21661
Nissan,Altima,1.2,Petrol,2018,22866,26373
Toyota,Yaris,1.2,Hybrid,2012,66239,14820
Toyota,Corolla,2.4,Petrol,1992,272538,1271
Nissan,Juke,1.6,Diesel,2019,18020,29581
Toyota,Matrix,1.0,Hybrid,1990,175159,1763
Nissan,Altima,1.4,Petrol,2003,136727,4802
Nissan,Altima,1.2,Hybrid,2009,61128,13789
Porsche,Cayenne,3.5,Diesel,2001,74132,19100
Nissan,Murano,1.6,Diesel,2012,66996,20408
Nissan,Juke,1.2,Petrol,1993,178544,1360
BMW,M5,4.0,Petrol,1998,111125,15385
BMW,Z4,2.0,Petrol,2018,33594,38525
Toyota,Corolla,2.2,Hybrid,2007,112380,15842
Ford,Puma,2.0,Petrol,1997,150989,3703
Toyota,Yaris,1.4,Hybrid,2009,32189,16189
BMW,Z4,2.4,Petrol,2020,17585,52775
Toyota,Corolla,2.0,Hybrid,2014,88172,28753
Ford,Fiesta,1.0,Petrol,2002,150884,2545
BMW,M5,4.4,Petrol,2015,61636,70962
Nissan,Altima,1.8,Diesel,2001,59673,8750
Toyota,Matrix,1.4,Hybrid,2003,58989,11973
Toyota,Matrix,1.0,Hybrid,2015,58775,22552
Toyota,Yaris,1.4,Hybrid,2017,42910,25896
Ford,Focus,1.6,Petrol,1997,121461,4228
Toyota,Corolla,2.4,Hybrid,2018,33603,58531
Toyota,Corolla,1.8,Hybrid,2017,40019,45656
Toyota,Corolla,1.8,Hybrid,2005,133434,10656
Nissan,Juke,1.0,Petrol,2018,30377,19442
BMW,Z4,2.4,Petrol,1989,336930,487
Ford,Fiesta,1.0,Petrol,2001,224616,1258
Nissan,Juke,1.2,Petrol,1995,205598,1228
Toyota,Yaris,1.0,Hybrid,2006,70893,8792
Ford,Fiesta,1.4,Petrol,1992,216840,876
Ford,Fiesta,1.0,Petrol,2009,96299,6192
Ford,Focus,1.4,Petrol,1994,75876,4511
Toyota,Yaris,1.4,Hybrid,2021,16375,39368
Toyota,Corolla,2.0,Petrol,2000,71499,10570
BMW,Z4,3.0,Petrol,1991,60932,6590
Ford,Fiesta,1.4,Petrol,2017,33022,18905
Nissan,Murano,1.4,Petrol,2000,148199,4467
Ford,Focus,1.6,Diesel,2013,42549,22273
Toyota,Matrix,1.4,Hybrid,2000,149329,5041
Nissan,Altima,1.4,Hybrid,2002,78918,8293
Nissan,Murano,1.6,Diesel,2005,153930,6678
Toyota,Matrix,1.8,Hybrid,1984,189043,1407
Ford,Puma,1.6,Diesel,1988,202711,1227
Ford,Puma,2.0,Diesel,2003,151001,5800
Ford,Puma,1.8,Diesel,2009,38265,18395
Toyota,Yaris,1.0,Hybrid,2020,21296,30299
BMW,M5,5.0,Petrol,2009,67618,48755
Ford,Fiesta,1.0,Petrol,2022,6501,25795
Nissan,Altima,2.0,Petrol,2011,64496,16582
Ford,Fiesta,1.0,Petrol,2011,41121,10209
Ford,Fiesta,1.4,Petrol,1993,186829,1220
Nissan,Juke,1.4,Petrol,2013,83153,11774
Toyota,Matrix,1.4,Hybrid,2014,24241,30733
Nissan,Altima,1.2,Hybrid,2015,25196,25575
Toyota,Matrix,1.0,Hybrid,2002,196241,3270
Ford,Focus,2.0,Petrol,2019,21696,39925
Nissan,Murano,2.0,Diesel,2017,38927,37995
Nissan,Murano,1.4,Diesel,1989,190280,1579
Nissan,Juke,1.6,Petrol,2019,28549,26565
Ford,Fiesta,1.0,Hybrid,2016,19125,19401
Ford,Fiesta,1.4,Petrol,1999,104774,3535
Porsche,911,3.0,Petrol,2008,74831,39821
BMW,X3,2.4,Petrol,2005,108361,11298
Nissan,Juke,2.0,Petrol,2015,49419,20087
Ford,Focus,1.4,Petrol,2010,45737,15933
BMW,Z4,2.2,Petrol,2004,133050,7970
Nissan,Juke,1.6,Petrol,1986,212021,734
Nissan,Murano,1.6,Diesel,2011,83810,17029
Nissan,Juke,1.4,Petrol,2009,83062,9024
Nissan,Juke,1.0,Petrol,2018,31974,19264
Toyota,Yaris,1.4,Hybrid,2017,45766,25450
Ford,Fiesta,1.0,Petrol,2004,158292,2736
Nissan,Altima,1.8,Petrol,2018,9777,34669
Nissan,Murano,1.4,Diesel,1993,228316,1470
Toyota,Matrix,1.8,Hybrid,1993,342115,618
Toyota,Corolla,2.4,Hybrid,1998,131545,7832
Nissan,Juke,1.0,Petrol,1991,50223,2853
Porsche,911,2.6,Petrol,2003,109605,20715
Nissan,Murano,1.4,Diesel,2006,100906,10099
Ford,Puma,1.6,Petrol,1996,166560,2722
Ford,Fiesta,1.0,Hybrid,2016,26362,18635
Nissan,Juke,1.4,Petrol,2007,83424,7877
Ford,Puma,1.8,Hybrid,1990,230185,1329
Nissan,Juke,1.0,Petrol,1984,263583,317
Toyota,Corolla,1.8,Hybrid,2015,74693,32013
Toyota,Corolla,2.2,Hybrid,2021,16991,75155
Toyota,Corolla,2.4,Hybrid,2012,74127,30381
Ford,Puma,1.8,Petrol,1993,207329,1661
Nissan,Juke,2.0,Petrol,1998,115053,4103
Ford,Puma,1.6,Diesel,2019,16550,38215
BMW,X3,2.0,Diesel,2011,29042,27344
Ford,Fiesta,1.0,Petrol,2006,129698,3939
Toyota,Corolla,2.2,Hybrid,2014,51200,38591
Ford,Focus,1.8,Hybrid,2013,34141,28383
Nissan,Altima,2.0,Diesel,2003,102531,7835
Nissan,Murano,2.0,Diesel,2019,25484,46933
Ford,Fiesta,1.4,Petrol,2018,43411,18998
Toyota,Matrix,1.8,Hybrid,1998,182037,3802
Toyota,Matrix,1.0,Hybrid,1998,141456,3974
Nissan,Juke,2.0,Petrol,1999,136717,3705
Toyota,Yaris,1.0,Hybrid,2012,20643,17839
Porsche,Cayenne,4.0,Petrol,1988,203299,2932
Nissan,Juke,1.0,Petrol,2018,46447,17670
Ford,Focus,1.8,Hybrid,1998,188160,3322
Ford,Puma,1.4,Diesel,2003,110943,6650
Nissan,Juke,1.2,Petrol,2017,18567,21289
Nissan,Altima,1.2,Diesel,2010,30901,15522
Ford,Focus,1.4,Petrol,1993,245684,1044
Toyota,Yaris,1.2,Petrol,2002,24157,8199
Ford,Puma,1.8,Hybrid,1997,137184,4713
Toyota,Matrix,1.8,Hybrid,2009,63971,19610
Toyota,Yaris,1.2,Hybrid,1993,212546,1309
Nissan,Altima,1.4,Hybrid,2010,51947,16880
Nissan,Altima,1.4,Petrol,2005,128366,5862
Ford,Focus,1.6,Petrol,2013,86962,15852
Ford,Focus,2.0,Petrol,2002,152471,5152
Nissan,Juke,1.0,Diesel,2007,117528,5447
Ford,Fiesta,1.0,Petrol,2016,43716,14026
Toyota,Corolla,2.2,Hybrid,2013,38939,38910
Toyota,Yaris,1.4,Hybrid,2017,45351,25515
Toyota,Yaris,1.4,Hybrid,2014,77078,17007
Nissan,Murano,1.6,Diesel,1998,178199,3415
Toyota,Yaris,1.4,Hybrid,2017,48309,25055
Ford,Puma,1.4,Diesel,1997,206738,2019
Porsche,718 Cayman,2.0,Petrol,2013,58625,28632
Ford,Puma,1.8,Hybrid,2009,95779,14378
Nissan,Murano,1.6,Diesel,2003,138318,6634
Toyota,Corolla,2.0,Hybrid,1994,242965,2095
Ford,Fiesta,1.2,Petrol,1999,165562,2021
Nissan,Murano,2.0,Diesel,2012,68600,22575
Nissan,Murano,1.8,Petrol,2016,35357,32800
Toyota,Yaris,1.0,Petrol,1988,293203,338
Ford,Focus,2.0,Diesel,2007,144346,8067
Ford,Fiesta,1.2,Petrol,2016,45133,15233
Nissan,Murano,1.4,Diesel,1996,106415,4978
Nissan,Murano,1.4,Petrol,2003,134576,6088
Nissan,Juke,1.2,Petrol,2004,106003,5074
Ford,Fiesta,1.4,Petrol,2008,61068,8731
Nissan,Juke,1.4,Petrol,2001,167093,2761
Toyota,Yaris,1.2,Hybrid,1994,236077,1131
Toyota,Corolla,2.4,Petrol,2016,25107,44816
Ford,Fiesta,1.4,Petrol,2001,163768,2532
Nissan,Murano,1.6,Petrol,1996,160912,3294
Ford,Fiesta,1.0,Petrol,2003,132621,3152
Toyota,Corolla,1.8,Hybrid,2015,50398,37501
Nissan,Juke,1.6,Petrol,2004,107932,5776
Ford,Fiesta,1.0,Petrol,2000,142223,2390
Ford,Fiesta,1.2,Hybrid,2011,82208,10279
Nissan,Murano,1.8,Diesel,1992,213059,1789
Nissan,Juke,1.0,Petrol,2018,24714,20078
Ford,Puma,1.6,Diesel,2009,85958,12721
Nissan,Murano,1.4,Petrol,2010,72119,15377
BMW,Z4,2.0,Petrol,2001,123103,6725
Porsche,911,3.0,Petrol,2002,97094,22828
Ford,Fiesta,1.0,Petrol,1999,98242,3134
Ford,Focus,1.8,Petrol,2000,110942,5934
Porsche,718 Cayman,4.0,Petrol,2019,20649,75796
Toyota,Matrix,1.4,Hybrid,2008,86453,13887
Ford,Puma,1.8,Diesel,2008,116349,10102
Nissan,Altima,2.0,Petrol,2007,18072,16791
Ford,Puma,1.8,Diesel,2002,103743,7443
Nissan,Murano,1.4,Diesel,2006,35908,15543
Nissan,Altima,1.6,Petrol,2012,94921,12855
Ford,Focus,1.8,Diesel,2004,94358,9191
Nissan,Juke,1.4,Diesel,1999,165023,2581
Nissan,Altima,1.6,Petrol,2012,76362,14644
Nissan,Murano,1.8,Diesel,2002,140583,6464
Toyota,Corolla,2.2,Petrol,2010,78936,20529
BMW,Z4,3.0,Petrol,2009,46328,23994
Nissan,Altima,1.6,Petrol,1996,74454,5105
Nissan,Murano,2.0,Diesel,1999,140469,5583
Ford,Puma,2.0,Diesel,2000,109208,6593
Ford,Puma,2.0,Hybrid,1998,216247,2708
Ford,Fiesta,1.4,Petrol,2016,28545,18148
Ford,Focus,1.4,Petrol,1997,246343,1355
Nissan,Altima,1.8,Petrol,1989,270729,659
Nissan,Juke,2.0,Petrol,1995,193064,1770
Nissan,Juke,1.2,Petrol,1995,156850,1866
BMW,M5,4.0,Petrol,2007,82517,34491
Toyota,Corolla,2.0,Petrol,1994,134757,4449
Ford,Focus,2.0,Petrol,2014,52411,23856
Ford,Puma,2.0,Diesel,2002,130679,6388
Nissan,Juke,1.6,Petrol,1993,133325,2282
Nissan,Murano,1.6,Diesel,1984,134046,1933
Toyota,Corolla,2.2,Petrol,2006,67319,17006
Nissan,Murano,1.6,Diesel,2005,100852,10104
Ford,Puma,1.6,Diesel,2015,38131,25894
Ford,Puma,1.4,Diesel,2015,42673,23571
Nissan,Altima,1.2,Diesel,1992,230394,1002
Toyota,Yaris,1.0,Hybrid,1992,197485,1277
Toyota,Matrix,1.0,Hybrid,1997,151926,3415
Ford,Focus,2.0,Hybrid,2016,7729,42279
Nissan,Altima,2.0,Petrol,2014,31681,24805
Toyota,Yaris,1.2,Petrol,1988,277245,431
BMW,M5,5.0,Petrol,2000,40045,31844
Nissan,Juke,1.0,Diesel,2013,49845,13017
Ford,Puma,2.0,Hybrid,2001,138177,6435
Ford,Focus,2.0,Petrol,2015,54677,25138
Porsche,718 Cayman,2.4,Petrol,2002,89253,12245
Ford,Puma,2.0,Diesel,1998,186809,3072
Nissan,Altima,2.0,Petrol,1991,127635,2771
Ford,Focus,1.4,Petrol,1998,261577,1258
Ford,Focus,1.6,Diesel,2000,110654,5887
Ford,Puma,1.8,Diesel,2011,53357,19163
Ford,Puma,1.8,Diesel,1993,139112,3110
Toyota,Matrix,1.0,Hybrid,2015,29701,26918
Nissan,Juke,1.4,Petrol,2008,139379,5529
Nissan,Altima,1.4,Petrol,1998,192055,2165
Ford,Fiesta,1.2,Petrol,2017,42151,16581
Ford,Puma,1.8,Diesel,2015,32977,28310
Nissan,Altima,1.2,Petrol,2015,60578,17203
Ford,Fiesta,1.0,Petrol,2017,12696,17893
Ford,Puma,1.8,Hybrid,2007,109126,11406
Ford,Focus,2.0,Petrol,1986,155133,1734
Ford,Focus,1.6,Diesel,2005,136199,6742
Ford,Fiesta,1.2,Petrol,2019,33147,19985
Toyota,Matrix,1.4,Hybrid,2004,66849,12159
Toyota,Yaris,1.4,Hybrid,2007,111442,8329
Ford,Fiesta,1.2,Diesel,1993,191093,1143
Ford,Focus,1.8,Petrol,2011,6000,24165
Toyota,Matrix,1.4,Hybrid,2008,105850,12069
Nissan,Murano,1.6,Diesel,2007,129620,9279
Nissan,Murano,2.0,Diesel,1993,160041,3189
Ford,Focus,2.0,Diesel,2016,38339,31193
Ford,Focus,1.8,Petrol,2013,72918,18523
Toyota,Corolla,1.8,Hybrid,1995,178954,3756
Toyota,Corolla,2.4,Hybrid,1985,214733,1627
Toyota,Corolla,2.0,Hybrid,1991,250300,1603
Nissan,Juke,1.2,Petrol,1994,169289,1573
Nissan,Juke,1.0,Petrol,2017,40889,17098
Nissan,Murano,1.6,Petrol,2012,56864,20759
Nissan,Murano,1.6,Diesel,2007,109792,10805
Nissan,Murano,2.0,Diesel,2018,25874,43810
Ford,Focus,1.6,Petrol,2011,64267,16189
Nissan,Altima,1.2,Diesel,2000,106609,4821
Nissan,Altima,1.6,Hybrid,2008,70788,13976
Toyota,Yaris,1.0,Hybrid,1984,130045,1316
Ford,Focus,1.4,Petrol,2017,40092,26292
Toyota,Yaris,1.2,Petrol,1999,125344,3389
Toyota,Yaris,1.4,Petrol,2003,77652,6780
Toyota,Yaris,1.2,Hybrid,2019,5877,33715
Ford,Focus,1.0,Diesel,2011,56096,14167
Ford,Fiesta,1.2,Petrol,2016,45634,15186
Ford,Fiesta,1.4,Petrol,2004,70837,6270
Nissan,Altima,1.6,Petrol,2007,96020,9138
Ford,Focus,1.4,Petrol,1997,190490,2238
Ford,Fiesta,1.4,Petrol,1991,191064,1029
Ford,Fiesta,1.0,Petrol,1995,138402,1766
Ford,Fiesta,1.2,Petrol,1992,245129,627
Toyota,Corolla,2.4,Hybrid,2004,118031,12978
Ford,Puma,1.6,Diesel,1986,286695,496
Toyota,Corolla,2.2,Hybrid,1996,145411,5874
Nissan,Altima,1.6,Petrol,1995,223132,1438
BMW,Z4,2.0,Petrol,1996,86556,6315
Porsche,911,3.0,Petrol,1994,297079,2377
Ford,Fiesta,1.4,Petrol,2003,59927,6302
Ford,Puma,1.6,Diesel,2019,32929,34858
Nissan,Murano,2.0,Diesel,2015,36639,33706
Nissan,Murano,2.0,Diesel,2004,77402,12480
Nissan,Murano,1.6,Diesel,2004,101784,9388
Ford,Focus,1.6,Petrol,2021,12857,42810
Ford,Fiesta,1.4,Petrol,1989,107384,1780
Porsche,911,2.2,Petrol,2003,123742,17107
Porsche,Cayenne,4.0,Petrol,2012,81544,38483
Toyota,Matrix,1.0,Hybrid,2019,36319,33817
Ford,Fiesta,1.2,Petrol,1989,17000,2961
Porsche,Cayenne,4.0,Diesel,1996,167601,7146
Ford,Puma,1.6,Diesel,2004,137672,6176
Porsche,911,3.5,Petrol,1998,185429,9307
Ford,Focus,1.0,Diesel,2004,127549,5338
Toyota,Corolla,2.4,Petrol,1990,202053,2118
Ford,Puma,1.6,Petrol,2000,151531,4027
Ford,Puma,1.4,Diesel,1998,169624,2977
Ford,Puma,2.0,Diesel,2014,71664,21899
Ford,Focus,1.6,Petrol,1999,197490,2572
Nissan,Juke,1.2,Petrol,1992,114245,2143
BMW,Z4,3.0,Petrol,2013,54617,29749
Nissan,Altima,1.4,Petrol,2022,2463,41452
Ford,Focus,1.8,Petrol,2010,60210,16494
Nissan,Murano,1.4,Diesel,1989,150767,2206
Ford,Puma,1.4,Diesel,1990,121578,2578
Ford,Focus,1.8,Petrol,2004,96641,8610
Ford,Puma,1.8,Petrol,2011,42964,19462
BMW,X3,2.4,Diesel,1989,105598,4167
Toyota,Corolla,2.4,Petrol,2014,64456,30855
Toyota,Matrix,1.4,Hybrid,2011,52844,21224
Ford,Puma,2.0,Diesel,2003,71322,10542
Toyota,Matrix,1.4,Hybrid,2013,54754,23961
Nissan,Juke,1.6,Petrol,2008,83714,8984
Ford,Focus,1.6,Petrol,2012,67410,16951
Toyota,Corolla,2.0,Hybrid,2016,41648,44583
Ford,Puma,1.8,Diesel,2000,171031,3812
Toyota,Yaris,1.2,Petrol,2008,81114,8554
Toyota,Matrix,1.8,Hybrid,2012,58378,24836
Toyota,Corolla,2.4,Petrol,2013,48314,31992
Nissan,Altima,2.0,Diesel,2010,86550,14019
Ford,Focus,1.8,Petrol,1999,104409,5828
Porsche,718 Cayman,4.0,Petrol,2022,5059,100584
Toyota,Matrix,1.8,Hybrid,1988,283325,777
Toyota,Matrix,1.4,Hybrid,2007,101453,11663
Ford,Focus,2.0,Petrol,1990,206197,1461
Nissan,Juke,1.4,Petrol,2015,50795,16662
Nissan,Altima,1.4,Petrol,1994,162473,2135
Nissan,Juke,1.2,Petrol,2012,65756,11474
Toyota,Yaris,1.4,Petrol,2014,57257,16159
Nissan,Juke,1.2,Petrol,2006,69199,7518
Toyota,Matrix,1.4,Hybrid,2013,38463,26483
Toyota,Corolla,2.0,Hybrid,1991,190987,2733
BMW,X3,2.0,Diesel,1994,176513,3006
Nissan,Murano,1.4,Diesel,2005,92813,10019
Ford,Puma,1.6,Diesel,2018,27037,33732
Ford,Focus,1.8,Petrol,2001,114757,6163
Toyota,Matrix,1.0,Hybrid,2003,80540,8763
Nissan,Altima,2.0,Petrol,1992,218750,1369
Nissan,Juke,1.0,Petrol,1989,153748,1171
Porsche,911,3.0,Petrol,1999,91880,19405
BMW,M5,4.0,Petrol,2002,154122,14305
Nissan,Murano,1.8,Petrol,2011,73078,18517
Porsche,718 Cayman,2.0,Petrol,2012,58559,26797
Nissan,Altima,1.8,Diesel,1992,316385,548
Ford,Puma,2.0,Diesel,2017,33759,33943
Ford,Fiesta,1.2,Petrol,1996,157445,1770
Ford,Puma,1.8,Diesel,2017,47879,29582
Nissan,Juke,1.4,Petrol,2013,67014,13138
BMW,Z4,3.0,Petrol,2003,178294,5994
Nissan,Altima,2.0,Petrol,1992,210754,1471
Nissan,Murano,1.6,Petrol,2001,94311,7729
Toyota,Yaris,1.4,Hybrid,2011,93657,12396
Ford,Puma,1.4,Diesel,2021,11870,41882
BMW,M5,5.0,Petrol,1995,177007,8276
Toyota,Corolla,2.4,Hybrid,1990,115198,5214
Ford,Fiesta,1.4,Petrol,1999,160148,2284
Nissan,Altima,1.8,Diesel,1992,266592,879
Ford,Puma,1.4,Diesel,2007,82630,10659
Toyota,Matrix,1.0,Hybrid,1991,328910,458
Nissan,Murano,1.4,Petrol,2003,134249,6104
Toyota,Yaris,1.0,Petrol,1993,228591,861
Toyota,Yaris,1.2,Petrol,2000,158262,2780
BMW,M5,4.0,Petrol,1986,158600,4744
Nissan,Altima,1.2,Petrol,2004,91152,6710
Nissan,Murano,2.0,Diesel,2015,49819,31117
Porsche,911,3.0,Petrol,2017,34194,93827
Toyota,Corolla,2.2,Hybrid,2012,92356,25618
Nissan,Altima,1.4,Petrol,2003,105090,6126
Toyota,Yaris,1.4,Petrol,2006,122864,5951
Nissan,Juke,2.0,Diesel,2008,94869,9744
Nissan,Juke,1.0,Petrol,2017,24873,18766
Ford,Fiesta,1.0,Petrol,2005,140289,3388
Toyota,Matrix,1.0,Hybrid,1995,139379,3309
Ford,Focus,1.6,Petrol,1997,186721,2472
Toyota,Yaris,1.2,Petrol,1997,150617,2424
Toyota,Matrix,1.0,Hybrid,2001,90534,7150
Toyota,Corolla,2.0,Hybrid,2014,18500,44568
Ford,Focus,1.6,Hybrid,2012,58582,21547
Nissan,Murano,1.4,Diesel,2012,87112,16637
Ford,Puma,2.0,Diesel,1999,172400,3716
Ford,Focus,1.6,Petrol,2000,170197,3479
Nissan,Altima,1.6,Diesel,2012,80399,14956
Nissan,Murano,1.8,Diesel,2017,40806,35642
Toyota,Matrix,1.4,Hybrid,1998,179162,3436
Toyota,Matrix,1.8,Hybrid,2004,115735,9731
Toyota,Corolla,2.4,Hybrid,1996,188052,4287
Toyota,Yaris,1.4,Hybrid,1997,167206,2737
BMW,Z4,3.0,Petrol,2012,95649,21064
Ford,Focus,1.8,Petrol,2016,20671,31187
Ford,Focus,1.8,Petrol,2009,93098,12328
Ford,Focus,2.0,Petrol,1999,178577,3388
Toyota,Matrix,1.0,Hybrid,2019,23965,36306
Nissan,Altima,2.0,Diesel,2014,61169,21733
Toyota,Yaris,1.0,Petrol,2013,70809,11691
Ford,Fiesta,1.2,Petrol,2002,110837,3821
Nissan,Murano,1.4,Diesel,2015,73163,22375
Ford,Puma,1.8,Petrol,2017,26969,31889
Toyota,Matrix,1.4,Hybrid,1995,149591,3604
Toyota,Matrix,1.0,Hybrid,2006,115913,8276
Nissan,Juke,1.0,Petrol,2005,111883,4738
